Date,Open,High,Low,Close,Volume,Market Cap
13-Mar-21,57343.37,61683.86,56217.97,61243.08," 60,669,829,814.00 "," 1,142,369,158,667.00 "
12-Mar-21,57821.22,57996.62,55376.65,57332.09," 55,689,944,702.00 "," 1,069,366,321,844.00 "
11-Mar-21,55963.18,58091.06,54484.59,57805.12," 56,772,343,595.00 "," 1,078,135,604,118.00 "
10-Mar-21,54824.01,57258.25,53290.89,56008.55," 57,295,577,614.00 "," 1,044,580,057,477.00 "
9-Mar-21,52272.97,54824.12,51981.83,54824.12," 50,912,227,385.00 "," 1,022,439,972,862.00 "
8-Mar-21,51174.12,52314.07,49506.05,52246.52," 48,597,428,048.00 "," 974,321,883,623.00 "
7-Mar-21,48918.68,51384.37,48918.68,51206.69," 43,137,459,378.00 "," 954,880,954,585.00 "
6-Mar-21,48899.23,49147.22,47257.53,48912.38," 34,363,564,661.00 "," 912,054,166,029.00 "
5-Mar-21,48527.03,49396.43,46542.51,48927.3," 48,625,928,883.00 "," 912,285,065,720.00 "
4-Mar-21,50522.31,51735.09,47656.93,48561.17," 52,343,816,680.00 "," 905,414,104,807.00 "
3-Mar-21,48415.81,52535.14,48274.32,50538.24," 53,220,811,975.00 "," 942,236,576,905.00 "
2-Mar-21,49612.11,50127.51,47228.85,48378.99," 47,530,897,720.00 "," 901,933,683,269.00 "
1-Mar-21,45159.5,49784.02,45115.09,49631.24," 53,891,300,112.00 "," 925,235,527,882.00 "
28-Feb-21,46194.02,46716.43,43241.62,45137.77," 53,443,887,451.00 "," 841,428,977,515.00 "
27-Feb-21,46344.77,48253.27,45269.03,46188.45," 45,910,946,382.00 "," 860,978,135,421.00 "
26-Feb-21,47180.46,48370.79,44454.84,46339.76," 350,967,941,479.00 "," 863,752,275,053.00 "
25-Feb-21,49709.08,51948.97,47093.85,47093.85," 54,506,565,949.00 "," 877,766,126,138.00 "
24-Feb-21,48835.09,51290.14,47213.5,49705.33," 63,695,521,388.00 "," 926,393,090,751.00 "
23-Feb-21,54204.93,54204.93,45290.59,48824.43," 106,102,492,824.00 "," 909,925,854,460.00 "
22-Feb-21,57532.74,57533.39,48967.57,54207.32," 92,052,420,332.00 "," 1,010,205,212,981.00 "
21-Feb-21,56068.57,58330.57,55672.61,57539.94," 51,897,585,191.00 "," 1,072,263,294,725.00 "
20-Feb-21,55887.34,57505.23,54626.56,56099.52," 68,145,460,026.00 "," 1,045,371,087,640.00 "
19-Feb-21,51675.98,56113.65,50937.28,55888.13," 63,495,496,918.00 "," 1,041,380,696,669.00 "
18-Feb-21,52140.97,52474.11,51015.76,51679.8," 52,054,723,579.00 "," 962,915,078,024.00 "
17-Feb-21,49207.28,52533.91,49072.38,52149.01," 80,820,545,404.00 "," 971,611,626,454.00 "
16-Feb-21,47944.46,50341.1,47201.3,49199.87," 77,049,582,886.00 "," 916,623,418,254.00 "
15-Feb-21,48696.54,48875.57,46347.48,47945.06," 77,069,903,166.00 "," 893,210,080,039.00 "
14-Feb-21,47114.51,49487.64,47114.51,48717.29," 71,248,675,228.00 "," 907,551,330,153.00 "
13-Feb-21,47491.2,48047.74,46392.28,47105.52," 70,250,456,155.00 "," 877,478,894,464.00 "
12-Feb-21,47877.03,48745.73,46424.98,47504.85," 76,555,041,196.00 "," 884,874,050,612.00 "
11-Feb-21,44898.71,48463.47,44187.76,47909.33," 81,388,911,810.00 "," 892,364,856,136.00 "
10-Feb-21,46469.76,47145.57,43881.15,44918.18," 87,301,089,896.00 "," 836,616,907,527.00 "
9-Feb-21,46184.99,48003.72,45166.96,46481.1," 91,809,846,886.00 "," 865,682,956,619.00 "
8-Feb-21,38886.83,46203.93,38076.32,46196.46," 101,467,222,687.00 "," 860,342,706,260.00 "
7-Feb-21,39250.19,39621.84,37446.15,38903.44," 65,500,641,143.00 "," 724,478,833,211.00 "
6-Feb-21,38138.39,40846.55,38138.39,39266.01," 71,326,033,653.00 "," 731,192,490,093.00 "
5-Feb-21,36931.55,38225.91,36658.76,38144.31," 58,598,066,402.00 "," 710,266,752,534.00 "
4-Feb-21,37475.1,38592.18,36317.5,36926.06," 68,838,074,392.00 "," 687,542,752,523.00 "
3-Feb-21,35510.82,37480.19,35443.98,37472.09," 61,166,818,159.00 "," 697,672,910,488.00 "
2-Feb-21,33533.2,35896.88,33489.22,35510.29," 63,088,585,433.00 "," 661,114,581,664.00 "
1-Feb-21,33114.58,34638.21,32384.23,33537.18," 61,400,400,660.00 "," 624,349,044,409.00 "
31-Jan-21,34270.88,34288.33,32270.18,33114.36," 52,754,542,671.00 "," 616,452,744,533.00 "
30-Jan-21,34295.94,34834.71,32940.19,34269.52," 65,141,828,798.00 "," 637,924,573,284.00 "
29-Jan-21,34318.67,38406.26,32064.81,34316.39," 117,894,572,511.00 "," 638,768,671,362.00 "
28-Jan-21,30441.04,33858.31,30023.21,33466.1," 76,517,157,706.00 "," 622,910,073,820.00 "
27-Jan-21,32564.03,32564.03,29367.14,30432.55," 62,576,762,015.00 "," 566,417,413,554.00 "
26-Jan-21,32358.61,32794.55,31030.27,32569.85," 60,255,421,470.00 "," 606,169,260,387.00 "
25-Jan-21,32285.8,34802.74,32087.79,32366.39," 59,897,054,838.00 "," 602,350,097,075.00 "
24-Jan-21,32064.38,32944.01,31106.69,32289.38," 48,643,830,599.00 "," 600,888,568,010.00 "
23-Jan-21,32985.76,33360.98,31493.16,32067.64," 48,354,737,975.00 "," 596,733,137,645.00 "
22-Jan-21,30817.63,33811.85,28953.37,33005.76," 77,207,272,511.00 "," 614,160,521,492.00 "
21-Jan-21,35549.4,35552.68,30250.75,30825.7," 75,643,067,688.00 "," 573,565,664,943.00 "
20-Jan-21,36050.11,36378.33,33570.48,35547.75," 66,834,573,161.00 "," 661,400,102,161.00 "
19-Jan-21,36642.23,37755.89,36069.81,36069.81," 57,244,195,486.00 "," 671,081,200,700.00 "
18-Jan-21,35792.24,37299.29,34883.84,36630.08," 49,511,702,429.00 "," 681,470,030,572.00 "
17-Jan-21,36163.65,36722.35,34069.32,35791.28," 52,359,854,336.00 "," 665,831,621,391.00 "
16-Jan-21,36821.65,37864.37,35633.55,36178.14," 57,706,187,875.00 "," 673,000,645,231.00 "
15-Jan-21,39156.71,39577.71,34659.59,36825.37," 67,760,757,881.00 "," 685,005,864,471.00 "
14-Jan-21,37325.11,39966.41,36868.56,39187.33," 63,615,990,033.00 "," 728,904,366,964.00 "
13-Jan-21,33915.12,37599.96,32584.67,37316.36," 69,364,315,979.00 "," 694,069,582,194.00 "
12-Jan-21,35516.36,36568.53,32697.98,33922.96," 74,773,277,909.00 "," 630,920,422,745.00 "
11-Jan-21,38346.53,38346.53,30549.6,35566.66," 123,320,567,399.00 "," 661,457,321,418.00 "
10-Jan-21,40254.22,41420.19,35984.63,38356.44," 79,980,747,690.00 "," 713,304,617,761.00 "
9-Jan-21,40788.64,41436.35,38980.88,40254.55," 61,984,162,837.00 "," 748,563,483,043.00 "
8-Jan-21,39381.77,41946.74,36838.64,40797.61," 88,107,519,480.00 "," 758,625,941,267.00 "
7-Jan-21,36833.87,40180.37,36491.19,39371.04," 84,762,141,031.00 "," 732,062,681,138.00 "
6-Jan-21,34013.61,36879.7,33514.03,36824.36," 75,289,433,811.00 "," 684,671,246,324.00 "
5-Jan-21,31977.04,34437.59,30221.19,33992.43," 67,547,324,782.00 "," 631,980,005,970.00 "
4-Jan-21,32810.95,33440.22,28722.76,31971.91," 81,163,475,344.00 "," 594,384,025,391.00 "
3-Jan-21,32129.41,34608.56,32052.32,32782.02," 78,665,235,202.00 "," 609,409,213,147.00 "
2-Jan-21,29376.46,33155.12,29091.18,32127.27," 67,865,420,765.00 "," 597,205,944,669.00 "
1-Jan-21,28994.01,29600.63,28803.59,29374.15," 40,730,301,359.00 "," 546,001,594,838.00 "
31-Dec-20,28841.57,29244.88,28201.99,29001.72," 46,754,964,848.00 "," 539,051,138,108.00 "
30-Dec-20,27360.09,28937.74,27360.09,28840.95," 51,287,442,704.00 "," 536,033,807,161.00 "
29-Dec-20,27081.81,27370.72,25987.3,27362.44," 45,265,946,774.00 "," 508,523,687,097.00 "
28-Dec-20,26280.82,27389.11,26207.64,27084.81," 49,056,742,893.00 "," 503,339,329,917.00 "
27-Dec-20,26439.37,28288.84,25922.77,26272.29," 66,479,895,605.00 "," 488,213,268,382.00 "
26-Dec-20,24677.02,26718.07,24522.69,26437.04," 48,332,647,295.00 "," 491,250,863,157.00 "
25-Dec-20,23733.57,24710.1,23463.67,24664.79," 42,068,395,846.00 "," 458,297,232,692.00 "
24-Dec-20,23240.2,23768.34,22777.6,23735.95," 41,080,759,713.00 "," 441,017,197,764.00 "
23-Dec-20,23781.97,24024.49,22802.65,23241.34," 51,146,161,904.00 "," 431,808,778,580.00 "
22-Dec-20,22794.04,23789.9,22430.6,23783.03," 44,171,632,681.00 "," 441,850,902,134.00 "
21-Dec-20,23474.46,24059.98,22159.37,22803.08," 45,852,713,981.00 "," 423,625,088,584.00 "
20-Dec-20,23861.77,24209.66,23147.71,23477.3," 37,844,228,422.00 "," 436,129,331,482.00 "
19-Dec-20,23132.87,24085.86,22826.47,23869.83," 38,487,546,580.00 "," 443,399,267,277.00 "
18-Dec-20,22806.8,23238.6,22399.81,23137.96," 40,387,896,275.00 "," 429,781,092,528.00 "
17-Dec-20,21308.35,23642.66,21234.68,22805.16," 71,378,606,374.00 "," 423,576,934,966.00 "
16-Dec-20,19418.82,21458.91,19298.32,21310.6," 44,409,011,479.00 "," 395,799,863,746.00 "
15-Dec-20,19246.92,19525.01,19079.84,19417.08," 26,741,982,542.00 "," 360,614,771,027.00 "
14-Dec-20,19144.49,19305.1,19012.71,19246.64," 22,473,997,681.00 "," 357,432,550,020.00 "
13-Dec-20,18806.77,19381.54,18734.33,19142.38," 25,450,468,637.00 "," 355,479,173,806.00 "
12-Dec-20,18051.32,18919.55,18046.04,18803.66," 21,752,580,802.00 "," 349,170,613,899.00 "
11-Dec-20,18263.93,18268.45,17619.53,18058.9," 27,919,640,985.00 "," 335,326,168,919.00 "
10-Dec-20,18553.3,18553.3,17957.07,18264.99," 25,547,132,265.00 "," 339,136,939,586.00 "
9-Dec-20,18320.88,18626.29,17935.55,18553.92," 34,420,373,071.00 "," 344,486,483,494.00 "
8-Dec-20,19191.53,19283.48,18269.95,18321.14," 31,692,288,756.00 "," 340,148,764,252.00 "
7-Dec-20,19343.13,19411.83,18931.14,19191.63," 26,896,357,742.00 "," 356,293,229,783.00 "
6-Dec-20,19154.18,19390.5,18897.89,19345.12," 25,293,775,714.00 "," 359,123,541,247.00 "
5-Dec-20,18698.39,19160.45,18590.19,19154.23," 27,242,455,064.00 "," 355,563,938,256.00 "
4-Dec-20,19446.97,19511.4,18697.19,18699.77," 33,872,388,058.00 "," 347,111,351,136.00 "
3-Dec-20,19205.93,19566.19,18925.78,19445.4," 31,930,317,405.00 "," 360,933,936,017.00 "
2-Dec-20,18801.74,19308.33,18347.72,19201.09," 37,387,697,139.00 "," 356,381,007,571.00 "
1-Dec-20,19633.77,19845.98,18321.92,18803," 49,633,658,712.00 "," 348,976,597,318.00 "
30-Nov-20,18178.32,19749.26,18178.32,19625.84," 47,728,480,399.00 "," 364,229,729,426.00 "
29-Nov-20,17719.63,18283.63,17559.12,18177.48," 31,133,957,704.00 "," 337,336,592,123.00 "
28-Nov-20,17112.93,17853.94,16910.65,17717.42," 32,601,040,734.00 "," 328,782,832,212.00 "
27-Nov-20,17153.91,17445.02,16526.42,17108.4," 38,886,494,645.00 "," 317,464,460,530.00 "
26-Nov-20,18729.84,18866.29,16351.03,17150.62," 61,396,835,737.00 "," 318,231,964,319.00 "
25-Nov-20,19104.41,19390.97,18581.15,18732.12," 43,710,357,371.00 "," 347,558,803,507.00 "
24-Nov-20,18365.01,19348.27,18128.66,19107.46," 51,469,565,009.00 "," 354,504,361,032.00 "
23-Nov-20,18370.02,18711.43,18000.8,18364.12," 42,741,112,308.00 "," 340,698,070,308.00 "
22-Nov-20,18642.23,18688.97,17671.38,18370," 41,280,434,226.00 "," 340,790,183,317.00 "
21-Nov-20,18621.32,18936.62,18444.36,18642.23," 39,650,210,707.00 "," 345,819,234,185.00 "
20-Nov-20,17817.08,18773.23,17765.8,18621.31," 36,992,873,940.00 "," 345,411,881,099.00 "
19-Nov-20,17803.86,18119.55,17382.55,17817.09," 36,985,055,355.00 "," 330,475,167,134.00 "
18-Nov-20,17645.19,18393.95,17352.91,17804.01," 49,064,800,278.00 "," 330,218,014,062.00 "
17-Nov-20,16685.69,17782.92,16564.54,17645.41," 39,006,849,170.00 "," 327,257,094,857.00 "
16-Nov-20,15955.58,16816.18,15880.71,16716.11," 31,526,766,675.00 "," 309,889,423,249.00 "
15-Nov-20,16068.14,16123.11,15793.53,15955.59," 23,653,867,583.00 "," 295,790,551,598.00 "
14-Nov-20,16317.81,16317.81,15749.19,16068.14," 27,481,710,135.00 "," 297,877,068,423.00 "
13-Nov-20,16276.44,16463.18,15992.15,16317.81," 31,599,492,172.00 "," 302,505,533,181.00 "
12-Nov-20,15701.3,16305,15534.77,16276.34," 34,175,758,344.00 "," 301,736,853,825.00 "
11-Nov-20,15290.91,15916.26,15290.01,15701.34," 29,772,374,934.00 "," 291,077,214,052.00 "
10-Nov-20,15332.35,15450.33,15124.96,15290.9," 25,574,938,143.00 "," 283,468,380,961.00 "
9-Nov-20,15479.6,15785.14,14865.53,15332.32," 34,149,115,566.00 "," 284,236,108,837.00 "
8-Nov-20,14833.75,15637.32,14744.11,15479.57," 26,632,075,029.00 "," 286,955,182,899.00 "
7-Nov-20,15565.88,15737.1,14423.2,14833.75," 35,024,953,706.00 "," 274,970,333,140.00 "
6-Nov-20,15579.73,15903.44,15226.84,15565.88," 39,837,841,971.00 "," 288,526,920,960.00 "
5-Nov-20,14133.73,15706.4,14102.09,15579.85," 40,856,321,439.00 "," 288,771,509,681.00 "
4-Nov-20,13950.49,14218.77,13580.47,14133.71," 35,116,364,962.00 "," 261,954,213,176.00 "
3-Nov-20,13550.45,13984.98,13325.44,13950.3," 29,869,951,617.00 "," 258,541,441,764.00 "
2-Nov-20,13737.03,13808.32,13243.16,13550.49," 30,771,455,468.00 "," 251,119,864,445.00 "
1-Nov-20,13780.99,13862.03,13628.38,13737.11," 24,453,857,900.00 "," 254,569,759,063.00 "
31-Oct-20,13546.53,14028.21,13457.53,13780.99," 30,306,464,719.00 "," 255,372,071,116.00 "
30-Oct-20,13437.87,13651.52,13136.2,13546.52," 30,581,485,201.00 "," 251,018,154,920.00 "
29-Oct-20,13271.3,13612.05,12980.06,13437.88," 56,499,499,598.00 "," 248,995,322,466.00 "
28-Oct-20,13654.21,13837.7,12932.25,13271.29," 35,867,318,895.00 "," 245,899,824,465.00 "
27-Oct-20,13075.24,13759.67,13060.84,13654.22," 33,749,878,156.00 "," 252,985,946,390.00 "
26-Oct-20,13031.2,13225.3,12822.38,13075.25," 29,461,458,313.00 "," 242,250,997,936.00 "
25-Oct-20,13108.06,13329.18,12910.06,13031.17," 24,406,920,575.00 "," 241,425,217,440.00 "
24-Oct-20,12931.57,13145.07,12885.75,13108.06," 24,542,317,940.00 "," 242,839,876,186.00 "
23-Oct-20,12971.55,13015.96,12752.65,12931.54," 28,974,975,003.00 "," 239,557,562,148.00 "
22-Oct-20,12801.64,13161.59,12717.09,12965.89," 34,729,759,598.00 "," 240,166,387,522.00 "
21-Oct-20,11913.08,13184.57,11900.93,12823.69," 43,414,712,626.00 "," 237,532,386,963.00 "
20-Oct-20,11745.97,11999.92,11681.48,11916.34," 30,915,821,592.00 "," 220,721,282,865.00 "
19-Oct-20,11495.04,11799.09,11408.29,11742.04," 23,860,769,928.00 "," 217,482,407,293.00 "
18-Oct-20,11355.98,11483.36,11347.58,11483.36," 18,283,314,340.00 "," 212,682,581,771.00 "
17-Oct-20,11322.12,11386.26,11285.35,11358.1," 19,130,430,174.00 "," 210,353,665,235.00 "
16-Oct-20,11502.83,11540.06,11223.01,11322.12," 25,635,480,772.00 "," 209,676,088,344.00 "
15-Oct-20,11426.6,11569.91,11303.6,11495.35," 24,487,233,058.00 "," 212,873,103,428.00 "
14-Oct-20,11429.05,11539.98,11307.83,11429.51," 24,103,426,719.00 "," 211,643,390,713.00 "
13-Oct-20,11548.72,11548.98,11321.22,11425.9," 24,241,420,251.00 "," 211,565,586,739.00 "
12-Oct-20,11392.64,11698.47,11240.69,11555.36," 26,163,972,642.00 "," 213,950,143,824.00 "
11-Oct-20,11296.08,11428.81,11288.63,11384.18," 19,968,627,060.00 "," 210,766,812,992.00 "
10-Oct-20,11059.14,11442.21,11056.94,11296.36," 22,877,978,588.00 "," 209,130,239,495.00 "
9-Oct-20,10927.91,11102.67,10846.85,11064.46," 22,799,117,613.00 "," 204,827,451,843.00 "
8-Oct-20,10669.37,10945.74,10562.61,10915.69," 63,314,794,397.00 "," 202,064,144,550.00 "
7-Oct-20,10603.36,10680.51,10562.51,10668.97," 37,799,458,436.00 "," 197,485,816,055.00 "
6-Oct-20,10796.31,10797.58,10528.89,10604.41," 42,623,695,307.00 "," 196,281,911,458.00 "
5-Oct-20,10676.53,10793.51,10634.6,10793.34," 47,537,578,009.00 "," 199,769,602,128.00 "
4-Oct-20,10550.44,10686,10534.39,10669.58," 71,251,776,995.00 "," 197,468,899,357.00 "
3-Oct-20,10575.1,10598.94,10511.13,10549.33," 44,660,271,563.00 "," 195,233,191,301.00 "
2-Oct-20,10619.82,10657.84,10416.69,10575.98," 48,661,453,918.00 "," 195,716,085,732.00 "
1-Oct-20,10795.25,10933.62,10472.36,10619.45," 40,023,134,100.00 "," 196,512,086,756.00 "
30-Sep-20,10843.87,10847.26,10669.32,10784.49," 44,171,073,700.00 "," 199,556,965,504.00 "
29-Sep-20,10709.65,10860,10649.5,10844.64," 46,582,396,602.00 "," 200,660,083,839.00 "
28-Sep-20,10776.61,10945.35,10703.89,10709.65," 47,762,394,731.00 "," 198,154,065,044.00 "
27-Sep-20,10746.89,10803.98,10622.92,10775.27," 53,745,972,818.00 "," 199,357,967,523.00 "
26-Sep-20,10695.58,10773,10667.28,10750.72," 46,852,525,493.00 "," 198,893,019,774.00 "
25-Sep-20,10761.11,10777.7,10578.91,10692.72," 39,348,590,957.00 "," 197,809,986,226.00 "
24-Sep-20,10248.79,10771.06,10231.49,10760.07," 47,144,380,902.00 "," 199,045,623,654.00 "
23-Sep-20,10535.49,10537.83,10197.86,10246.19," 23,788,661,867.00 "," 189,529,920,746.00 "
22-Sep-20,10459.62,10568.08,10382.73,10538.46," 23,621,787,804.00 "," 194,932,197,947.00 "
21-Sep-20,10934.93,10988.3,10380.26,10462.26," 28,884,999,244.00 "," 193,514,327,128.00 "
20-Sep-20,11095.87,11095.87,10814.48,10938.27," 24,699,523,788.00 "," 202,308,927,892.00 "
19-Sep-20,10933.75,11134.09,10909.62,11094.35," 22,764,204,008.00 "," 205,185,696,336.00 "
18-Sep-20,10951.82,11034.91,10829.66,10944.59," 26,341,903,912.00 "," 202,405,809,881.00 "
17-Sep-20,10973.25,11037.42,10774.63,10948.99," 38,151,810,523.00 "," 202,475,761,712.00 "
16-Sep-20,10797.76,11100.12,10704.88,10974.9," 30,769,986,455.00 "," 202,942,925,722.00 "
15-Sep-20,10677.75,10938.63,10656.46,10796.95," 32,509,451,925.00 "," 199,641,896,762.00 "
14-Sep-20,10328.73,10800.01,10266.01,10680.84," 35,453,581,940.00 "," 197,484,272,947.00 "
13-Sep-20,10452.4,10577.22,10224.33,10323.76," 36,506,852,789.00 "," 190,870,759,062.00 "
12-Sep-20,10409.86,10578.84,10292.39,10442.17," 36,750,077,324.00 "," 193,049,493,277.00 "
11-Sep-20,10369.03,10434.92,10140.84,10400.91," 45,201,121,775.00 "," 192,275,791,669.00 "
10-Sep-20,10242.33,10503.91,10238.14,10363.14," 54,406,443,211.00 "," 191,568,387,062.00 "
9-Sep-20,10134.15,10350.54,10017.25,10242.35," 24,128,292,755.00 "," 189,325,507,175.00 "
8-Sep-20,10369.31,10414.78,9945.11,10131.52," 33,430,927,462.00 "," 187,267,336,728.00 "
7-Sep-20,10281,10399.15,9916.49,10369.56," 33,703,098,409.00 "," 191,657,203,885.00 "
6-Sep-20,10167.22,10353.93,10056.89,10280.35," 37,071,460,174.00 "," 189,997,214,393.00 "
5-Sep-20,10512.53,10581.57,9946.68,10169.57," 44,916,565,292.00 "," 187,940,141,276.00 "
4-Sep-20,10230.37,10663.92,10207.94,10511.81," 29,965,130,374.00 "," 194,255,818,704.00 "
3-Sep-20,11407.19,11443.02,10182.47,10245.3," 31,927,261,555.00 "," 189,322,069,063.00 "
2-Sep-20,11964.82,11964.82,11290.79,11414.03," 28,037,405,299.00 "," 210,909,793,681.00 "
1-Sep-20,11679.32,12067.08,11601.13,11970.48," 27,311,555,343.00 "," 221,181,001,607.00 "
31-Aug-20,11713.31,11768.88,11598.32,11680.82," 22,285,928,250.00 "," 215,817,677,822.00 "
30-Aug-20,11508.71,11715.26,11492.38,11711.51," 19,760,127,945.00 "," 216,373,660,045.00 "
29-Aug-20,11541.05,11585.64,11466.29,11506.87," 17,485,597,759.00 "," 212,583,870,983.00 "
28-Aug-20,11325.3,11545.62,11316.42,11542.5," 19,807,127,588.00 "," 213,231,661,583.00 "
27-Aug-20,11485.61,11570.79,11185.94,11323.4," 23,240,415,076.00 "," 209,172,436,817.00 "
26-Aug-20,11366.89,11530.05,11296.99,11488.36," 22,466,660,958.00 "," 212,210,534,428.00 "
25-Aug-20,11773.59,11778.3,11189.85,11366.14," 26,301,509,932.00 "," 209,942,744,481.00 "
24-Aug-20,11663.69,11807.63,11623.25,11774.6," 20,681,511,755.00 "," 217,477,962,650.00 "
23-Aug-20,11679.7,11713.43,11559.92,11664.85," 18,482,062,658.00 "," 215,439,967,321.00 "
22-Aug-20,11585.48,11689.41,11448.81,11681.83," 20,224,191,306.00 "," 215,742,068,895.00 "
21-Aug-20,11878.03,11899.26,11564.98,11592.49," 23,762,425,999.00 "," 214,082,401,861.00 "
20-Aug-20,11761.5,11900.41,11710.06,11878.37," 20,175,242,945.00 "," 219,350,310,326.00 "
19-Aug-20,11990.88,12028.92,11687.33,11758.28," 24,502,851,117.00 "," 217,122,068,305.00 "
18-Aug-20,12251.9,12335.71,11954.53,11991.23," 26,043,227,672.00 "," 221,413,097,553.00 "
17-Aug-20,11895.66,12359.06,11806.7,12254.4," 28,227,687,027.00 "," 226,261,747,567.00 "
16-Aug-20,11866.69,11934.9,11737.19,11892.8," 20,583,375,490.00 "," 219,576,092,170.00 "
15-Aug-20,11768.7,11963.2,11768.7,11865.7," 23,354,924,400.00 "," 219,064,372,745.00 "
14-Aug-20,11772.66,12150.99,11685.46,11768.87," 24,237,958,589.00 "," 217,265,120,503.00 "
13-Aug-20,11588.41,11796.4,11216.87,11784.14," 27,522,199,497.00 "," 217,534,728,413.00 "
12-Aug-20,11404.6,11748.4,11249.61,11584.93," 25,064,548,486.00 "," 213,846,666,475.00 "
11-Aug-20,11881.65,11932.71,11195.71,11410.53," 27,039,782,640.00 "," 210,616,121,945.00 "
10-Aug-20,11662.26,12045.14,11662.26,11878.11," 26,114,112,569.00 "," 219,235,405,395.00 "
9-Aug-20,11737.33,11806.06,11548.78,11675.74," 17,489,608,833.00 "," 215,490,364,255.00 "
8-Aug-20,11604.55,11800.06,11558.43,11754.05," 17,572,057,837.00 "," 216,924,147,851.00 "
7-Aug-20,11778.89,11898.04,11408.59,11601.47," 23,132,312,867.00 "," 214,097,928,028.00 "
6-Aug-20,11749.87,11902.34,11598.71,11779.77," 23,400,740,340.00 "," 217,377,233,001.00 "
5-Aug-20,11203.82,11786.62,11158.29,11747.02," 24,411,254,471.00 "," 216,761,492,406.00 "
4-Aug-20,11246.2,11385.38,11094.15,11205.89," 21,250,197,042.00 "," 206,767,135,617.00 "
3-Aug-20,11043.77,11453.08,11012.41,11246.35," 20,271,713,443.00 "," 207,503,423,456.00 "
2-Aug-20,11758.76,12034.14,11018.13,11053.61," 27,410,067,336.00 "," 203,936,136,730.00 "
1-Aug-20,11322.57,11794.78,11239.68,11759.59," 26,075,670,303.00 "," 216,950,669,098.00 "
31-Jul-20,11110.21,11415.86,10987.05,11323.47," 23,160,469,766.00 "," 208,895,308,529.00 "
30-Jul-20,11099.83,11169.36,10895.46,11111.21," 22,857,247,901.00 "," 204,969,047,788.00 "
29-Jul-20,10912.95,11304.4,10856.14,11100.47," 24,617,249,715.00 "," 204,761,455,133.00 "
28-Jul-20,11017.46,11204.33,10632.63,10912.82," 28,766,551,142.00 "," 201,290,022,193.00 "
27-Jul-20,9905.22,11298.22,9903.97,10990.87," 35,359,749,590.00 "," 202,719,581,737.00 "
26-Jul-20,9680.23,10023.81,9652.85,9905.17," 20,507,998,997.00 "," 182,685,328,095.00 "
25-Jul-20,9539.49,9704.56,9530.21,9677.11," 16,610,070,933.00 "," 178,469,614,078.00 "
24-Jul-20,9585.51,9623.34,9481.45,9536.89," 16,552,768,325.00 "," 175,875,016,548.00 "
23-Jul-20,9527.14,9610.25,9483,9581.07," 18,146,399,002.00 "," 176,680,237,480.00 "
22-Jul-20,9375.08,9530.52,9319.65,9525.36," 16,532,254,884.00 "," 175,644,844,408.00 "
21-Jul-20,9162.51,9407.26,9149.39,9374.89," 18,069,581,956.00 "," 172,861,732,402.00 "
20-Jul-20,9187.22,9214.27,9137.51,9164.23," 13,755,604,146.00 "," 168,970,262,859.00 "
19-Jul-20,9158.01,9201.4,9097.63,9185.82," 12,939,002,784.00 "," 169,360,219,986.00 "
18-Jul-20,9151.18,9230.98,9100.82,9159.04," 12,252,601,475.00 "," 168,858,972,269.00 "
17-Jul-20,9131.81,9182.25,9089.2,9151.39," 13,944,570,750.00 "," 168,710,427,574.00 "
16-Jul-20,9191.98,9214.31,9088.95,9132.23," 15,713,967,523.00 "," 168,350,501,976.00 "
15-Jul-20,9241.9,9275.33,9171.93,9192.84," 15,844,731,575.00 "," 169,460,074,576.00 "
14-Jul-20,9238.7,9283.84,9171.66,9243.21," 18,085,038,362.00 "," 170,380,670,525.00 "
13-Jul-20,9277.2,9306.4,9224.29,9243.61," 17,519,821,266.00 "," 170,379,677,119.00 "
12-Jul-20,9241.06,9319.42,9197.45,9276.5," 14,452,361,907.00 "," 170,977,422,928.00 "
11-Jul-20,9277.51,9293.53,9199.49,9240.35," 13,249,910,444.00 "," 170,302,234,778.00 "
10-Jul-20,9273.36,9287.47,9118,9278.81," 16,860,035,605.00 "," 171,001,933,827.00 "
9-Jul-20,9427.99,9431.38,9235,9277.97," 18,000,702,524.00 "," 170,977,231,638.00 "
8-Jul-20,9253.02,9450.34,9249.5,9428.33," 19,702,359,883.00 "," 173,738,543,115.00 "
7-Jul-20,9349.16,9360.62,9201.82,9252.28," 13,839,652,595.00 "," 170,485,472,276.00 "
6-Jul-20,9072.85,9375.47,9058.66,9375.47," 17,889,263,252.00 "," 172,746,103,840.00 "
5-Jul-20,9126.09,9162.18,8977.02,9073.94," 12,903,406,143.00 "," 167,181,726,154.00 "
4-Jul-20,9084.23,9183.3,9053.63,9132.49," 12,290,528,515.00 "," 168,251,076,678.00 "
3-Jul-20,9124.84,9202.34,9058.79,9087.3," 13,078,970,999.00 "," 167,409,720,388.00 "
2-Jul-20,9231.14,9274.96,9036.62,9123.41," 16,338,916,796.00 "," 168,065,586,387.00 "
1-Jul-20,9145.99,9309.75,9104.73,9228.33," 15,971,550,355.00 "," 169,988,756,578.00 "
30-Jun-20,9185.58,9217.84,9084.84,9137.99," 15,735,797,744.00 "," 168,315,606,321.00 "
29-Jun-20,9140.03,9237.57,9041.88,9190.85," 16,460,547,078.00 "," 169,280,659,246.00 "
